iter	Logloss
135	0.5517024852
136	0.5514028958
137	0.5510467085
138	0.5507294476
139	0.5503852814
140	0.550042893
141	0.5497622499
142	0.5495490064
143	0.5492396945
144	0.5489487343
145	0.5486873341
146	0.5483577609
147	0.5480473402
148	0.5477842948
149	0.5476000899
150	0.5473810511
151	0.5470790089
152	0.5468595572
153	0.5466089152
154	0.5462892267
155	0.5460455389
156	0.5457505703
157	0.5455152604
158	0.545243719
159	0.5450061081
160	0.5447862204
161	0.5445068758
162	0.5443226133
163	0.5441218024
164	0.5439131211
165	0.5437252205
166	0.543575845
167	0.5434005021
168	0.5432510643
169	0.5431041766
170	0.5428993857
171	0.5426559736
172	0.5424655949
173	0.5422384921
174	0.5420663219
175	0.5418412888
176	0.541700037
177	0.5415245003
178	0.5413499974
179	0.541144472
180	0.5409532805
181	0.5407250689
182	0.540579251
183	0.5403816117
184	0.5402464297
185	0.5400604313
186	0.5398686553
187	0.5396859454
188	0.5395470314
189	0.5393332285
190	0.5392034187
191	0.5390363861
192	0.538824825
193	0.5386386725
194	0.5384298017
195	0.5382833248
196	0.5381319419
197	0.5380289403
198	0.5378462834
199	0.5376904515
200	0.537536655
201	0.5373954919
202	0.5372757066
203	0.5371441252
204	0.5369808126
205	0.5368296676
206	0.5367173345
207	0.5365301713
208	0.5363761369
209	0.5362018777
210	0.5360626393
211	0.535935475
212	0.5358117707
213	0.5356525784
214	0.5355692768
215	0.5354088442
216	0.5352454729
217	0.5351896051
218	0.5350722835
219	0.5349640423
220	0.5347730779
221	0.5346460434
222	0.5344947645
223	0.5343825901
224	0.5342526726
225	0.5341499387
226	0.5340632414
227	0.5339444553
228	0.533830763
229	0.5337078088
230	0.5335954561
231	0.533514509
232	0.5334508865
233	0.5333032426
234	0.533180055
235	0.5330834959
236	0.5329703519
237	0.5328529984
238	0.5327567215
239	0.5326481934
240	0.5324780145
241	0.5323056925
242	0.5322220042
243	0.5321129193
244	0.5319940277
245	0.5318815196
246	0.5318239787
247	0.5317369684
248	0.5316646439
249	0.5315820009
250	0.5314599173
251	0.5313818233
252	0.5312971476
253	0.53119358
254	0.5311092027
255	0.5310032289
256	0.5308906678
257	0.5308094811
258	0.530743243
259	0.5306519873
260	0.530590627
261	0.5304884614
262	0.5304107007
263	0.5303230588
264	0.5302451126
265	0.5301666387
266	0.5300650042
267	0.5300170115
268	0.529953662
269	0.5298586289
270	0.5297386355
271	0.5296385413
272	0.5294831094
273	0.5293579675
274	0.5293246856
275	0.5292523031
276	0.5291281249
277	0.5290661843
278	0.5289678307
279	0.5288917939
280	0.528806618
281	0.5287131097
282	0.5286453544
283	0.5285088793
284	0.5284131613
285	0.5283705809
286	0.5283378598
287	0.5282357393
288	0.5281432272
289	0.5280335416
290	0.5279531893
291	0.527874834
292	0.5277353144
293	0.5276615625
294	0.5275604447
295	0.5274399581
296	0.5273481206
297	0.5271936533
298	0.527094274
299	0.5270008566
300	0.5269303255
301	0.5268349874
302	0.5267751219
303	0.5266997364
304	0.5265831664
305	0.5265296566
306	0.5264473918
307	0.5263760017
308	0.5262874297
309	0.5262190369
310	0.5261289884
311	0.5260067873
312	0.5259062057
313	0.5258501074
314	0.5257652892
315	0.5256901223
316	0.5256278412
317	0.5255109259
318	0.5254302498
319	0.5253826698
320	0.5253325166
321	0.5252662146
322	0.5251963173
323	0.5251094905
324	0.5250368291
325	0.5249242276
326	0.5248280377
327	0.5247239244
328	0.5246483271
329	0.524563747
330	0.5245415144
331	0.5244792423
332	0.5244075283
333	0.5243077447
334	0.5242246926
335	0.5241302449
336	0.5240657457
337	0.5239721697
338	0.5239351437
339	0.5238643175
340	0.5238152195
341	0.5237473022
342	0.5236801697
343	0.5235712085
344	0.5235458939
345	0.5234030667
346	0.5233303921
347	0.5232420979
348	0.5231617653
349	0.5230577632
350	0.5229895951
351	0.5229157484
352	0.522838545
353	0.522779218
354	0.5227209221
355	0.5226734338
356	0.5225949664
357	0.5225294407
358	0.5224936312
359	0.5224173916
360	0.5223307032
361	0.5222658315
362	0.5222176393
363	0.5221570971
364	0.5220538645
365	0.5220006625
366	0.5219377611
367	0.5218957982
368	0.5218421123
369	0.5217924088
370	0.5217565662
371	0.5216435292
372	0.5216289622
373	0.5215893632
374	0.5215245485
375	0.5214506424
376	0.5213909263
377	0.5212934384
378	0.5211989627
379	0.521118902
380	0.5209958505
381	0.5209148375
382	0.5208173609
383	0.5206858402
384	0.5206450201
385	0.5205871431
386	0.5205183224
387	0.5204973282
388	0.5203793138
389	0.5203220245
390	0.5202681916
391	0.5202170301
392	0.5201448448
393	0.5200687274
394	0.5199930637
395	0.5199264704
396	0.5198452029
397	0.5197842674
398	0.5197468273
399	0.5196773547
400	0.5196470837
401	0.5195889875
402	0.5194694476
403	0.5194220127
404	0.5193900204
405	0.5193287521
406	0.5192788467
407	0.5192190281
408	0.5191593672
409	0.5191298681
410	0.5190243111
411	0.5189947665
412	0.5189010321
413	0.5188681919
414	0.5188071193
415	0.5187483623
416	0.5186715541
417	0.5185962986
418	0.518582612
419	0.5184995457
420	0.518466853
421	0.5183632684
422	0.5182983181
423	0.5181963255
424	0.5181254813
425	0.5181140334
426	0.5180502432
427	0.5179940721
428	0.5179333683
429	0.5179139644
430	0.5178509156
431	0.5177892917
432	0.5177316136
433	0.5176782174
434	0.517640889
435	0.5175728371
436	0.5175204816
437	0.5174287286
438	0.5173502793
439	0.5172812702
440	0.5172263804
441	0.5171920813
442	0.5171669448
443	0.5171360178
444	0.5170689691
445	0.5170164433
446	0.5169441361
447	0.5168901165
448	0.5168104692
449	0.5167638989
450	0.5166866532
451	0.5166578686
452	0.5165922875
453	0.5165182058
454	0.5164525972
455	0.5163751801
456	0.516329422
457	0.5162576659
458	0.5161213279
459	0.5160109741
460	0.5159654643
461	0.5159171952
462	0.5158352043
463	0.5157892015
464	0.5157347818
465	0.5156384224
466	0.5156031767
467	0.5155256021
468	0.5154820837
469	0.5154226162
470	0.5153863998
471	0.5153022178
472	0.5152202119
473	0.5151488165
474	0.5150603644
475	0.5149331331
476	0.5148980397
477	0.514849585
478	0.5147789757
479	0.5146700151
480	0.5145719896
481	0.5144674252
482	0.514364698
483	0.5143081009
484	0.5141669892
485	0.5141212826
486	0.5140565779
487	0.5140083341
488	0.5139751787
489	0.5139268871
490	0.5138244113
491	0.5137448317
492	0.5136776386
493	0.5135972168
494	0.5135772912
495	0.5135488288
496	0.5134802359
497	0.5134409982
498	0.5133272425
499	0.5132709491
500	0.5132309105
501	0.5131960947
502	0.5131490298
503	0.5131186472
504	0.5130611072
505	0.5130014865
506	0.5129365952
507	0.5128676984
508	0.5128306393
509	0.5127723755
510	0.51269979
511	0.5126513026
512	0.5125800434
513	0.512505453
514	0.5124675769
515	0.5124256928
516	0.5123400633
517	0.512300843
518	0.5122182954
519	0.5121933212
520	0.5121818405
521	0.5121435686
522	0.51205674
523	0.5119369465
524	0.51187239
525	0.5117929831
526	0.5117396375
527	0.5116835176
528	0.5116411412
529	0.5116100427
530	0.5115566485
531	0.5114844482
532	0.5114280989
533	0.51134974
534	0.511284473
535	0.511226479
536	0.5111616975
537	0.5111080318
538	0.5110514887
539	0.5110295852
540	0.5109606667
541	0.5108935106
542	0.5108601641
543	0.5108207211
544	0.5107996626
545	0.5107310806
546	0.5106340743
547	0.5105796975
548	0.5105516356
549	0.510505046
550	0.5104359195
551	0.5103786284
552	0.5103137819
553	0.5102878516
554	0.5102383581
555	0.5101778037
556	0.5101455117
557	0.5100893358
558	0.5100105037
559	0.5099721669
560	0.509895307
561	0.5098621839
562	0.5097936832
563	0.5097671356
564	0.5097362699
565	0.5096899068
566	0.509633776
567	0.5096131305
568	0.5095212567
569	0.5094744113
570	0.5094133137
571	0.5093506896
572	0.5092858958
573	0.5092396452
574	0.5091706705
575	0.5091304019
576	0.5090770171
577	0.5090177301
578	0.5089439224
579	0.50888201
580	0.5088198401
581	0.5087886646
582	0.5087430241
583	0.5086759863
584	0.5086052972
585	0.5085646013
586	0.5084915057
587	0.5084473221
588	0.5083633231
589	0.5083421629
590	0.5083288511
591	0.5082825363
592	0.5082354328
593	0.5081752944
594	0.5081005178
595	0.5080691021
596	0.5079623827
597	0.5079173957
598	0.507877473
599	0.5078465511
600	0.5077740609
601	0.5077482205
602	0.5077161123
603	0.5076687689
604	0.5075969699
605	0.5075405742
606	0.5074995413
607	0.507431386
608	0.5073618087
609	0.5073034779
610	0.5072422821
611	0.5071536748
612	0.5071088987
613	0.5070650084
614	0.5069700204
615	0.5068942091
616	0.5068097926
617	0.5067488743
618	0.5067036943
619	0.5066400347
620	0.5065936206
621	0.5065187245
622	0.5064932421
623	0.5064425727
624	0.5063334173
625	0.50628005
626	0.5062237414
627	0.5061624801
628	0.5060434801
629	0.5060112613
630	0.5059599789
631	0.5059437707
632	0.505904509
633	0.5058519832
634	0.5057923184
635	0.5057114691
636	0.50565937
637	0.5055764141
638	0.5055381618
639	0.5054391955
640	0.5054144903
641	0.5053477957
642	0.5052793219
643	0.5052304553
644	0.5051842253
645	0.5050666194
646	0.5050236925
647	0.5049653652
648	0.5049333997
649	0.5048191128
650	0.5047072175
651	0.5046615234
652	0.5046060958
653	0.5045635508
654	0.5045521518
655	0.5044695268
656	0.5044130493
657	0.5043730034
658	0.5043314883
659	0.504268186
660	0.5042219713
661	0.5041609918
662	0.5041290631
663	0.5040099649
664	0.5039746161
665	0.5038972236
666	0.5038281142
667	0.5037479575
668	0.5036999036
669	0.5036141751
670	0.5035466768
671	0.5034582274
672	0.5033548263
673	0.5032977671
674	0.5031942904
675	0.5031375205
676	0.5030867609
677	0.5030342742
678	0.5029462391
679	0.5028925502
680	0.502818245
681	0.5027459562
682	0.5026822065
683	0.5025963283
684	0.5025103929
685	0.5024523709
686	0.502392998
687	0.5023072374
688	0.5022912183
689	0.5021293798
690	0.5020603201
691	0.5019877524
692	0.5018832736
693	0.5018277754
694	0.5017596323
695	0.5017043479
696	0.5016410634
697	0.5015809932
698	0.5015425581
699	0.5014940235
700	0.501424924
701	0.5013484906
702	0.5013092191
703	0.5012178575
704	0.5011661863
705	0.5011081107
706	0.5010755569
707	0.5010489465
708	0.5009524537
709	0.500896912
710	0.5008676844
711	0.5008326353
712	0.5007799323
713	0.500726956
714	0.5006536725
715	0.5005984311
716	0.5005548015
717	0.5005068895
718	0.5004698794
719	0.5004157575
720	0.5003816798
721	0.5003125983
722	0.5002064825
723	0.5001425322
724	0.5000575884
725	0.4999811758
726	0.4998973884
727	0.4998599278
728	0.4998233448
729	0.4997650216
730	0.4997200336
731	0.4995808983
732	0.4995189738
733	0.499459107
734	0.4993244326
735	0.4992776044
736	0.499180501
737	0.4991490577
738	0.499019208
739	0.4989806863
740	0.4988915049
741	0.4987891756
742	0.4987524859
743	0.4987045106
744	0.4986679132
745	0.4986090348
746	0.4985823037
747	0.498518725
748	0.4984637176
749	0.4983854018
750	0.4982261418
751	0.4981194289
752	0.4980182568
753	0.4980039809
754	0.4978922499
755	0.497821629
756	0.4977477357
757	0.4976875385
758	0.4975899219
759	0.4975192103
760	0.4974861502
761	0.4974163257
762	0.4973391844
763	0.4972773294
764	0.4972416381
765	0.4970943993
766	0.4970592275
767	0.4970411725
768	0.4969401709
769	0.4968875703
770	0.4967769828
771	0.4967316296
772	0.4966470971
773	0.4966037305
774	0.4965167705
775	0.4964798809
776	0.4963450884
777	0.4962673252
778	0.4962298205
779	0.496143616
780	0.4961007084
781	0.4960477385
782	0.4959520983
783	0.4958930258
784	0.4958269131
785	0.4957585624
786	0.4956786601
787	0.4956485732
788	0.495575683
789	0.4954999278
790	0.4954300529
791	0.4953674726
792	0.4952815498
793	0.4951822507
794	0.4951346315
795	0.4950467012
796	0.494974845
797	0.4949314911
798	0.4948414144
799	0.4947607183
800	0.494728318
801	0.4946633629
802	0.4946139507
803	0.4945685813
804	0.4944937614
805	0.4944536345
806	0.4943625181
807	0.4943066721
808	0.4942282595
809	0.4941702507
810	0.4941204211
811	0.4940558031
812	0.493978552
813	0.4939138743
814	0.4938096711
815	0.4937851154
816	0.4937454105
817	0.4936811862
818	0.4935924667
819	0.4935679243
820	0.4934940634
821	0.4933749171
822	0.4932813792
823	0.4932340755
824	0.4931834864
825	0.4931118648
826	0.4930500344
827	0.4930297377
828	0.4929701867
829	0.4928959983
830	0.4928619055
831	0.4927708013
832	0.4927024189
833	0.4926630005
834	0.4925933038
835	0.4925818163
836	0.4925392159
837	0.492489352
838	0.4924503388
839	0.492333058
840	0.492258551
841	0.4922111206
842	0.4921498777
843	0.4921367753
844	0.4920885098
845	0.4920456463
846	0.4919939811
847	0.4919208157
848	0.4918303814
849	0.4917689577
850	0.4917237043
851	0.4916354141
852	0.4915687833
853	0.4914931239
854	0.4914387993
855	0.4913984106
856	0.4913130944
857	0.4912553283
858	0.4911461107
859	0.4910944619
860	0.4910431245
861	0.4910179972
862	0.4909742785
863	0.4908384161
864	0.4907706992
865	0.4907372298
866	0.4906537066
867	0.4905928183
868	0.4905030112
869	0.4903794125
870	0.4903604716
871	0.4902634924
872	0.4901687501
873	0.4900595005
874	0.4900291903
875	0.4900061426
876	0.4899835902
877	0.4899486404
878	0.4898578495
879	0.4897486134
880	0.4896829959
881	0.4896301897
882	0.4896011959
883	0.4894810512
884	0.4894749104
885	0.4893798469
886	0.4893033189
887	0.489251607
888	0.4891501286
889	0.4890581372
890	0.4889878597
891	0.4889192801
892	0.4888156464
893	0.4887241677
894	0.4886101152
895	0.4885573891
896	0.4885104872
897	0.4884571785
898	0.4884002844
899	0.4882974501
900	0.4882138043
901	0.4881936852
902	0.4881305718
903	0.488094256
904	0.4880067319
905	0.4878715085
906	0.487807023
907	0.4877609161
908	0.4876979018
909	0.4876485035
910	0.4875731374
911	0.4875362233
912	0.4874441127
913	0.4873658242
914	0.4873035669
915	0.4873013478
916	0.4872400972
917	0.4871824661
918	0.4871191096
919	0.4870218061
920	0.4869659363
921	0.4869061511
922	0.4868824435
923	0.4868072404
924	0.486734661
925	0.4866440058
926	0.4865889223
927	0.4865399815
928	0.4864902253
929	0.4864350612
930	0.4864251695
931	0.4863824472
932	0.4863543423
933	0.4862567162
934	0.4861818683
935	0.4861147967
936	0.4860676651
937	0.4860274205
938	0.4859402356
939	0.4858235354
940	0.4857831979
941	0.4857462525
942	0.4857244217
943	0.4856380982
944	0.4855996318
945	0.4855778434
946	0.4854652691
947	0.4854333077
948	0.4853865917
949	0.4853182915
950	0.4852887845
951	0.4852235462
952	0.4851875082
953	0.4850626714
954	0.4850426737
955	0.4849826804
956	0.484958748
957	0.4848681761
958	0.4848045787
959	0.4846910635
960	0.484600248
961	0.4845026132
962	0.4844447232
963	0.4843714384
964	0.48435332
965	0.4843489998
966	0.4842774525
967	0.4842539156
968	0.4842379559
969	0.4841774893
970	0.4841478512
971	0.4841098579
972	0.4840765244
973	0.4840264701
974	0.4839992603
975	0.4838653636
976	0.4838301601
977	0.4837726282
978	0.4836964492
979	0.4836891427
980	0.483666998
981	0.4836598831
982	0.4836577464
983	0.4835950434
984	0.4835452636
985	0.4834760273
986	0.4833912106
987	0.4833595278
988	0.4832789496
989	0.4832494922
990	0.48319825
991	0.4831657608
992	0.4831089419
993	0.4830678247
994	0.4829898779
995	0.4829718397
996	0.4829491071
997	0.4829122648
998	0.482856578
999	0.4827921621
1000	0.4827496942
1001	0.4826799312
1002	0.4826199463
1003	0.4825548835
1004	0.4825353039
1005	0.4825172354
1006	0.4824811898
1007	0.4824740892
1008	0.4823621813
1009	0.4822801684
1010	0.482216683
1011	0.482157849
1012	0.4821282164
1013	0.4820727372
1014	0.4819837252
1015	0.4819005553
1016	0.4818652141
1017	0.4817989712
1018	0.481716789
1019	0.4816479707
1020	0.4815949191
1021	0.4815018019
1022	0.4814389022
1023	0.4814221036
1024	0.4813828372
1025	0.48135024
1026	0.4813106197
1027	0.481172856
1028	0.4811149549
1029	0.4810550759
1030	0.4810167794
1031	0.4809883197
1032	0.4809011948
1033	0.4808524663
1034	0.4807677105
1035	0.4807521461
1036	0.4807452895
1037	0.4806685458
1038	0.4806279412
1039	0.4805837101
1040	0.4805100846
1041	0.4804452065
1042	0.4804023529
1043	0.4803337112
1044	0.4803244335
1045	0.4802816258
1046	0.480264528
1047	0.4801803216
1048	0.4801325484
1049	0.4801190583
1050	0.4800890028
1051	0.4800434407
1052	0.4799916651
1053	0.4799570803
1054	0.4798408631
1055	0.4797587601
1056	0.4796770537
1057	0.4796130298
1058	0.4795843377
1059	0.4795545307
1060	0.4794872393
1061	0.4794424843
1062	0.4793206781
1063	0.4792740328
1064	0.4792343
1065	0.4791473435
1066	0.4791098693
1067	0.479108259
1068	0.479048116
1069	0.4789588802
1070	0.4788907646
1071	0.4788213936
1072	0.478734037
1073	0.4787184001
1074	0.4786766234
1075	0.4785501534
1076	0.4784666669
1077	0.478463751
1078	0.4784492427
1079	0.4783909919
1080	0.4782838576
1081	0.4782628583
1082	0.4781866619
1083	0.478135143
1084	0.4780850131
1085	0.4780155504
1086	0.4779365405
1087	0.477904887
1088	0.4778618523
1089	0.4778499427
1090	0.4777980159
1091	0.4777573385
1092	0.4777017878
1093	0.4776744925
1094	0.477636016
1095	0.4775445971
1096	0.4774477466
1097	0.4774471363
1098	0.4773861736
1099	0.477344147
1100	0.4772647785
1101	0.477239814
1102	0.4771256137
1103	0.4770427707
1104	0.4770010263
1105	0.4769880014
1106	0.4769334672
1107	0.4767989837
1108	0.4767050845
1109	0.4766176091
1110	0.4765529404
1111	0.4765221293
1112	0.476518204
1113	0.4764060175
1114	0.4763396524
1115	0.4763110575
1116	0.4762130302
1117	0.4761146131
1118	0.4760402392
1119	0.4759267558
1120	0.4759185654
1121	0.4758855409
1122	0.475788901
1123	0.4757280567
1124	0.4756613889
1125	0.4755782848
1126	0.4755106919
1127	0.4754534199
1128	0.4754347314
1129	0.4754163923
1130	0.4753687272
1131	0.4753325504
1132	0.4752466098
1133	0.4751982144
1134	0.4751829493
1135	0.4751019786
1136	0.4750672979
1137	0.4750664346
1138	0.4750505639
1139	0.4749834273
1140	0.4749667133
1141	0.4749074379
1142	0.4749056807
1143	0.4748762877
1144	0.4748699102
1145	0.4748421105
1146	0.4748153216
1147	0.4747936508
1148	0.4747032225
1149	0.4746778686
1150	0.4745925568
1151	0.474549545
1152	0.4745407469
1153	0.4744510009
1154	0.4744097032
1155	0.4744037519
1156	0.4742818266
1157	0.4742331876
1158	0.4741858614
1159	0.474105704
1160	0.4741045668
1161	0.4740905194
1162	0.4740681484
1163	0.4740102891
1164	0.4739819484
1165	0.4738688094
1166	0.4738386639
1167	0.4737858864
1168	0.4737010765
1169	0.4736976208
1170	0.4736556789
1171	0.4735931433
1172	0.4735107879
1173	0.4735057638
1174	0.4734819748
1175	0.4734605468
1176	0.4734474156
1177	0.4734170124
1178	0.4733367596
1179	0.4732366555
1180	0.4731748996
1181	0.4730860859
1182	0.4730828422
1183	0.4730644522
1184	0.4730149531
1185	0.4729145004
1186	0.4728448053
1187	0.4728292033
1188	0.4727337494
1189	0.4726840699
1190	0.4726043847
1191	0.4725591666
1192	0.472554106
1193	0.4725507299
1194	0.4725482398
1195	0.4725086609
1196	0.47239963
1197	0.4723622023
1198	0.4723094229
1199	0.4722285154
1200	0.4722213277
1201	0.4722181414
1202	0.4722173559
1203	0.4721159718
1204	0.4720362067
1205	0.4720197557
1206	0.4719910074
1207	0.4719151156
1208	0.4718853317
1209	0.4718185668
1210	0.4718115926
1211	0.471741592
1212	0.4717004228
1213	0.4716853894
1214	0.4716814423
1215	0.4716336371
1216	0.471559189
1217	0.4714764229
1218	0.4714430413
1219	0.4713933049
1220	0.4713710068
1221	0.4713683489
1222	0.4712619306
1223	0.4712431198
1224	0.4712038496
1225	0.471202076
1226	0.4711140035
1227	0.4710243922
1228	0.4709938004
1229	0.4709571702
1230	0.4709063488
1231	0.4708066331
1232	0.4707343833
1233	0.4707174277
1234	0.4707155066
1235	0.470702347
1236	0.4706403123
1237	0.4706175358
1238	0.4705956192
1239	0.4705899613
1240	0.4705723871
1241	0.4704974806
1242	0.4704846686
1243	0.4704280209
1244	0.47036626
1245	0.4703062994
1246	0.4702085735
1247	0.4701124652
1248	0.4700394499
1249	0.4699356196
1250	0.4698469776
1251	0.4698251387
1252	0.4697708838
1253	0.469732702
1254	0.4697267525
1255	0.4697242102
1256	0.4696330664
1257	0.4696228563
1258	0.4695563388
1259	0.4695051466
1260	0.4694940016
1261	0.4694633163
1262	0.4694581745
1263	0.4694505517
1264	0.4693819725
1265	0.469380823
1266	0.4693199397
1267	0.4692564008
1268	0.4691687814
1269	0.4691342243
1270	0.4690041343
1271	0.4689270191
1272	0.4688649695
1273	0.4688285751
1274	0.4688236842
1275	0.4687062635
1276	0.4685919214
1277	0.4685687658
1278	0.4685523087
1279	0.4685465156
1280	0.4685159342
1281	0.4685131182
1282	0.4684460964
1283	0.4684110311
1284	0.468375785
1285	0.4683593676
1286	0.4683583008
1287	0.4683250398
1288	0.4682188801
1289	0.4682117034
1290	0.4682074099
1291	0.4681285991
1292	0.4680820828
1293	0.4679849589
1294	0.467907116
1295	0.4678261461
1296	0.4677242156
1297	0.4677179458
1298	0.4676892575
1299	0.4676858405
1300	0.4676662338
1301	0.4676563275
1302	0.4676498439
1303	0.4676397276
1304	0.4675840141
1305	0.4675271554
1306	0.4674498597
1307	0.4673964594
1308	0.4673809112
1309	0.4673339319
1310	0.4672506692
1311	0.4671743061
1312	0.4671282866
1313	0.4671274037
1314	0.4670725114
1315	0.4670708995
1316	0.4670205779
1317	0.4669969598
1318	0.4669429702
1319	0.4668417315
1320	0.4667912816
1321	0.4667865626
1322	0.4667558669
1323	0.4667547641
1324	0.4667265726
1325	0.4666714074
1326	0.4666340985
1327	0.4665607191
1328	0.4664888044
1329	0.4664305144
1330	0.4663432204
1331	0.4662558819
1332	0.4661802141
1333	0.4661554478
1334	0.4661239493
1335	0.4660956361
1336	0.4660575818
1337	0.466033545
1338	0.4659186123
1339	0.4658288268
1340	0.4657185024
1341	0.4656776048
1342	0.4656694482
1343	0.4656031825
1344	0.4655925373
1345	0.4655921938
1346	0.465519719
1347	0.4654731617
1348	0.4653787888
1349	0.4653357425
1350	0.4652172956
1351	0.4651804086
1352	0.46511761
1353	0.4650450988
1354	0.4649924469
1355	0.4649670079
1356	0.4648877034
1357	0.4648424192
1358	0.4647793316
1359	0.4646823339
1360	0.464680787
1361	0.4646320203
1362	0.464626793
1363	0.4646155872
1364	0.4646008811
1365	0.4645553061
1366	0.4644397736
1367	0.4643691787
1368	0.4643337411
1369	0.4643161361
1370	0.4642397891
1371	0.4641851985
1372	0.4641205206
1373	0.4641073125
1374	0.4640705531
1375	0.4640058192
1376	0.4639825747
1377	0.4639047187
1378	0.4638917644
1379	0.4638388493
1380	0.4637437767
1381	0.4636970825
1382	0.4636956415
1383	0.4636938671
1384	0.4636330961
1385	0.4635782065
1386	0.4635477664
1387	0.463514655
1388	0.4634767799
1389	0.4634558133
1390	0.463401719
1391	0.4633871885
1392	0.4633639499
1393	0.4633019049
1394	0.4632593131
1395	0.4632109179
1396	0.4631801184
1397	0.4631161292
1398	0.4631102252
1399	0.4630843969
1400	0.4629897266
1401	0.4629874384
1402	0.4629030636
1403	0.4628393215
1404	0.4628324373
1405	0.4628306978
1406	0.4628299478
1407	0.4627808314
1408	0.4627652887
1409	0.4627599597
1410	0.4627307576
1411	0.4627285353
1412	0.4626541246
1413	0.4626512205
1414	0.4626199822
1415	0.4626082126
1416	0.4624703785
1417	0.4624624371
1418	0.4624549609
1419	0.4623980033
1420	0.4623526048
1421	0.4622595868
1422	0.462160846
1423	0.462154693
1424	0.4621171296
1425	0.4621147868
1426	0.4620200359
1427	0.4619704943
1428	0.4618894083
1429	0.4618879628
1430	0.461840519
1431	0.4618287599
1432	0.4617183232
1433	0.4617083989
1434	0.4616945457
1435	0.461633106
1436	0.4615223537
1437	0.461457478
1438	0.4614546979
1439	0.4613985499
1440	0.4613239955
1441	0.4612194369
1442	0.4611609172
1443	0.4611594357
1444	0.4611026029
1445	0.4610601335
1446	0.461054728
1447	0.4610061415
1448	0.4610043408
1449	0.4609031142
1450	0.4609017247
1451	0.4608002428
1452	0.4607386041
1453	0.4607098586
1454	0.4606477269
1455	0.4605891055
1456	0.4605126333
1457	0.4604242917
1458	0.4604179934
1459	0.4604155019
1460	0.4604075599
1461	0.4604017918
1462	0.4603126725
1463	0.4602342779
1464	0.4601796798
1465	0.4601598635
1466	0.4601587506
1467	0.4601287906
1468	0.4601277266
1469	0.460057797
1470	0.4599620038
1471	0.4599002564
1472	0.4598596421
1473	0.4597847185
1474	0.4597020487
1475	0.4596117229
1476	0.4595715911
1477	0.4595700736
1478	0.4595538682
1479	0.4594990949
1480	0.4594587683
1481	0.4594516578
1482	0.4593685832
1483	0.4593607962
1484	0.4592618399
1485	0.4591859995
1486	0.4591619202
1487	0.4591600442
1488	0.4590902574
1489	0.4590103106
1490	0.4589665148
1491	0.4589368523
1492	0.4589146384
1493	0.4588183906
1494	0.4587653402
1495	0.4587628498
1496	0.4587326694
1497	0.4586589005
1498	0.4586386226
1499	0.4586248009
1500	0.4585496577
1501	0.458513388
1502	0.4584816569
1503	0.4584426484
1504	0.4584393145
1505	0.458403582
1506	0.458359934
1507	0.4583569144
1508	0.4583410493
1509	0.4583079312
1510	0.4582800995
